,id,value
98,id_98,10.550693894896053
99,id_99,4.920118030371472
100,id_100,12.20436091363125
101,id_101,16.296027571957925
102,id_102,10.720728339075153
103,id_103,6.170304797947433
104,id_104,13.058409307514843
105,id_105,31.16601900397868
106,id_106,23.31602321525634
107,id_107,8.179259031575736
108,id_108,14.919033989285591
109,id_109,15.040649506725845
110,id_110,13.027950779995788
111,id_111,15.616374173827369
112,id_112,12.45668797998059
113,id_113,24.227725077902218
114,id_114,19.87000214064437
115,id_115,13.816813869672314
116,id_116,9.383340339459735
117,id_117,37.14647069532156
118,id_118,25.383776054318716
119,id_119,2.873010907252997
120,id_120,3.601141920023623
121,id_121,10.88657141139
122,id_122,14.488791385396688
123,id_123,14.080530987995939
124,id_124,6.978643357462712
125,id_125,23.276342921757024
126,id_126,19.255780233466627
127,id_127,12.32248763994069
128,id_128,17.678015651144648
129,id_129,15.814933112200205
130,id_130,4.952189336521747
131,id_131,30.59024289383555
132,id_132,13.249960029803027
133,id_133,23.157317292451054
134,id_134,20.734852118103145
135,id_135,18.84715601797829
136,id_136,9.97096075494964
137,id_137,17.52018438816549
138,id_138,63.57399651276991
139,id_139,52.63512076156969
140,id_140,23.854965917996154
141,id_141,15.762124412624807
142,id_142,21.938182895014908
143,id_143,8.428196265705578
144,id_144,11.204803911281793
145,id_145,9.815910016726322
146,id_146,18.987024239221082
147,id_147,7.818467802295125
148,id_148,12.673694891804585
149,id_149,15.453604828363122
150,id_150,42.62335806576469
151,id_151,18.520698967824657
152,id_152,21.094367837218865
153,id_153,14.373365315926007
154,id_154,13.327521869337073
155,id_155,23.529570551306215
156,id_156,18.84111526499318
157,id_157,29.004457540655547
158,id_158,4.336735942514192
159,id_159,17.624722388752204
160,id_160,36.62691159755858
161,id_161,16.891200262811665
162,id_162,45.90951952026364
163,id_163,17.462029670892466
164,id_164,31.506286014830078
165,id_165,21.70934376668002
166,id_166,18.632358702200914
167,id_167,2.913129140159109
168,id_168,54.94073943889707
169,id_169,15.887309136220068
170,id_170,16.042743532872052
171,id_171,56.44757725521998
172,id_172,18.60758226007256
173,id_173,3.9038289387290006
174,id_174,20.360174358649274
175,id_175,3.739905973744575
176,id_176,7.096931479201676
177,id_177,16.90729292023014
178,id_178,18.22416111040935
179,id_179,18.38398446852861
180,id_180,35.969465332399075
181,id_181,23.683097944657426
182,id_182,24.834304723404205
183,id_183,11.693364089506808
184,id_184,8.848731367669464
185,id_185,34.90485896864595
186,id_186,31.430858245667277
187,id_187,28.210002722887705
188,id_188,14.58571406374113
189,id_189,19.3099227092413
190,id_190,13.73919189733092
191,id_191,13.56649231870908
192,id_192,28.243921929386236
193,id_193,64.18250765815617
194,id_194,25.265407387286942
195,id_195,11.203714526359942
196,id_196,50.47506898491204
197,id_197,14.329190909489416
198,id_198,17.283147050456485
199,id_199,20.511142657261075
200,id_200,102.14234366192849
201,id_201,23.0051727920094
202,id_202,48.73773806372735
203,id_203,5.82340477650407
204,id_204,51.41002189981389
205,id_205,30.254148381259718
206,id_206,15.810878920351914
207,id_207,13.400226852015237
208,id_208,52.847223463552474
209,id_209,12.976308515602746
210,id_210,25.694980011897428
211,id_211,59.04291159054088
212,id_212,18.169512224830594
213,id_213,95.79956079356529
214,id_214,33.6058671123012
215,id_215,67.41175133834665
216,id_216,75.99513226496771
217,id_217,57.94714729501036
218,id_218,25.175066963819457
219,id_219,17.165617886457476
220,id_220,26.586264642366885
221,id_221,45.20798216206023
222,id_222,24.60905252355081
223,id_223,33.68163634641555
224,id_224,37.09454586637075
225,id_225,8.384023213180948
226,id_226,5.148679924457986
227,id_227,57.35175299566702
228,id_228,24.283967643418436
229,id_229,3.110988954616536
230,id_230,32.99930379469123
231,id_231,13.831698100997427
232,id_232,19.11182204808483
233,id_233,8.573400984381252
234,id_234,11.14720897482771
235,id_235,19.345269964348876
236,id_236,11.979823825800537
237,id_237,1.8029447262542835
238,id_238,19.174320120457374
239,id_239,2.745868355695249
